amount,hour,isWeekend,daysSinceLastTransaction,merchantCategory,userActivityLevel,amountVelocity,timeOfDayRisk,merchantRiskScore,isRoundAmount,isFraud,fraudPattern,transactionID,userID,merchantID
81.17,14,0,0,8,4,811.6999999999999,1,1,0,False,none,12231,13,M168
123.61,14,0,0,4,3,1236.1,1,1,0,False,none,12232,17,M514
52.19,14,0,0,7,2,521.9,1,2,0,False,none,12233,16,M345
76.07,14,0,0,0,1,760.6999999999999,1,1,0,False,none,12234,15,M406
51.41,14,0,0,7,2,514.0999999999999,1,1,0,False,none,12235,16,M178
22.21,14,0,0,0,4,222.1,1,1,0,False,none,12236,13,M301
1250.14,14,0,0,3,5,12501.4,1,1,0,False,none,12237,19,M821
20.63,14,0,0,0,2,206.29999999999998,1,1,0,False,none,12238,11,M581
46.24,14,0,0,2,2,462.4,1,3,0,False,none,12239,16,M210
25.56,14,0,0,5,5,255.59999999999997,1,1,0,False,none,12240,24,M830
340.75,14,0,0,1,2,3407.5,1,1,0,False,none,12241,1,M892
108.57,14,0,0,6,5,1085.6999999999998,1,1,0,False,none,12242,14,M435
228.14,14,0,0,8,3,2281.3999999999996,1,1,0,False,none,12243,17,M409
142.27,14,0,0,6,4,1422.7,1,1,0,True,rapid_succession,12244,13,M952
101.71,14,0,0,8,5,1017.0999999999999,1,2,0,False,none,12245,9,M974
153.15,14,0,0,4,1,1531.5,1,1,0,False,none,12246,10,M353
114.26,14,0,0,5,5,1142.6,1,2,0,False,none,12247,9,M199
15.05,14,0,0,5,2,150.5,1,2,0,False,none,12248,11,M696
24.14,14,0,0,8,5,241.4,1,2,0,False,none,12249,24,M974
74.47,14,0,0,7,3,744.6999999999999,1,2,0,False,none,12250,12,M171
33.53,14,0,0,0,4,335.3,1,1,0,False,none,12251,23,M707
49.04,14,0,0,0,2,490.4,1,1,0,False,none,12252,16,M375
157.99,14,0,0,9,5,1579.9,1,1,0,False,none,12253,9,M668
234.38,14,0,0,9,2,2343.7999999999997,1,1,0,False,none,12254,1,M606
76.26,14,0,0,0,2,762.6,1,1,0,False,none,12255,6,M506
61.98,14,0,0,0,3,619.8,1,2,0,False,none,12256,12,M700
396.4,14,0,0,4,1,3963.9999999999995,1,1,0,False,none,12257,20,M931
321.36,14,0,0,4,2,3213.6,1,1,0,False,none,12258,1,M923
32.82,14,0,0,3,5,328.2,1,1,0,False,none,12259,4,M715
100.12,14,0,0,3,1,1001.2,1,1,0,False,none,12260,15,M617
268.24,14,0,0,3,3,2682.4,1,2,0,False,none,12261,7,M635
890.44,14,0,0,3,5,8904.4,1,1,0,False,none,12262,19,M711
35.71,14,0,0,9,4,357.09999999999997,1,1,0,False,none,12263,23,M907
303.7,14,0,0,9,2,3036.9999999999995,1,1,0,False,none,12264,1,M155
63.48,14,0,0,6,1,634.8,1,1,0,False,none,12265,15,M804
306.47,14,0,0,6,2,3064.7000000000003,1,1,0,False,none,12266,21,M572
12.85,14,0,0,3,2,128.5,1,3,0,False,none,12267,11,M477
575.68,14,0,0,6,5,5756.799999999999,1,1,0,False,none,12268,4,M788
53.29,14,0,0,4,3,532.9,1,1,0,False,none,12269,12,M566
141.41,14,0,0,2,5,1414.1,1,1,0,False,none,12270,14,M548
150.0,14,0,0,7,1,1500.0,1,2,1,False,none,12271,25,M288
43.37,14,0,0,9,5,433.69999999999993,1,1,0,False,none,12272,4,M155
5.0,14,0,0,6,1,50.0,1,1,0,False,none,12273,20,M738
102.61,14,0,0,1,5,1026.1,1,1,0,False,none,12274,14,M976
1034.11,14,0,0,8,5,10341.099999999999,1,1,0,False,none,12275,19,M121
419.51,14,0,0,8,1,4195.099999999999,1,2,0,False,none,12276,20,M177
14.36,14,0,0,0,4,143.6,1,1,0,False,none,12277,3,M921
18.59,14,0,0,2,4,185.89999999999998,1,1,0,False,none,12278,8,M855
169.76,14,0,0,5,3,1697.6,1,2,0,False,none,12279,17,M696
403.68,14,0,0,2,1,4036.7999999999997,1,1,0,False,none,12280,20,M214
175.52,14,0,0,9,1,1755.2,1,1,0,False,none,12281,10,M391
112.98,14,0,0,7,5,1129.8,1,1,0,False,none,12282,9,M953
50.84,14,0,0,1,2,508.40000000000003,1,1,0,False,none,12283,16,M985
37.86,14,0,0,8,4,378.59999999999997,1,1,0,False,none,12284,23,M420
209.05,14,0,0,1,1,2090.5,1,3,0,False,none,12285,10,M186
159.07,14,0,0,9,3,1590.6999999999998,1,1,0,False,none,12286,17,M320
1.0,14,0,0,9,4,10.0,1,1,0,False,none,12287,18,M713
118.28,14,0,0,2,1,1182.8,1,1,0,False,none,12288,15,M355
7.03,14,0,0,8,4,70.3,1,1,0,False,none,12289,18,M497
287.66,14,0,0,7,1,2876.6,1,2,0,False,none,12290,20,M243
37.97,14,0,0,0,4,379.7,1,1,0,False,none,12291,3,M463
50.92,14,0,0,7,2,509.2,1,2,0,False,none,12292,16,M946
3.85,14,0,0,6,4,38.5,1,1,0,False,none,12293,18,M201
413.74,14,0,0,7,4,4137.4,1,1,0,True,sudden_spike,12294,13,M949
130.55,14,0,0,4,2,1305.5,1,1,0,False,none,12295,6,M726
20.5,14,0,0,6,4,205.0,1,1,0,False,none,12296,23,M388
5.0,14,0,0,7,5,50.0,1,1,0,False,none,12297,24,M400
135.11,14,0,0,9,3,1351.1000000000001,1,2,0,False,none,12298,17,M386
4.02,14,0,0,5,4,40.199999999999996,1,1,0,False,none,12299,18,M466
1341.92,14,0,0,7,5,13419.2,1,1,0,False,none,12300,19,M291
119.44,14,0,0,7,1,1194.3999999999999,1,1,0,False,none,12301,5,M914
214.29,14,0,0,8,5,2142.8999999999996,1,1,0,False,none,12302,9,M866
10.04,14,0,0,7,2,100.39999999999999,1,1,0,False,none,12303,11,M400
1034.67,14,0,0,8,5,10346.7,1,1,0,False,none,12304,19,M487
55.89,14,0,0,8,3,558.9,1,1,0,False,none,12305,12,M413
288.87,14,0,0,9,2,2888.7,1,2,0,False,none,12306,1,M269
175.19,14,0,0,9,5,1751.8999999999999,1,1,0,False,none,12307,9,M157
30.0,14,0,0,1,1,300.0,1,3,1,False,none,12308,15,M134
112.43,14,0,0,8,2,1124.3,1,2,0,False,none,12309,6,M470
114.43,14,0,0,6,1,1144.3,1,1,0,False,none,12310,25,M435
42.55,14,0,0,4,4,425.49999999999994,1,1,0,False,none,12311,3,M137
69.58,14,0,0,3,3,695.8,1,1,0,False,none,12312,12,M190
53.56,14,0,0,4,5,535.6,1,1,0,False,none,12313,4,M990
239.38,14,0,0,1,3,2393.7999999999997,1,1,0,False,none,12314,17,M639
15.83,14,0,0,8,4,158.29999999999998,1,1,0,False,none,12315,8,M297
517.56,14,0,0,6,3,5175.599999999999,1,1,0,False,none,12316,2,M714
5.0,14,0,0,1,1,50.0,1,1,0,False,none,12317,20,M620
1647.13,14,0,0,0,5,16471.3,1,1,0,False,none,12318,19,M505
235.92,14,0,0,8,3,2359.2,1,1,0,False,none,12319,7,M747
19.6,14,0,0,0,4,196.0,1,2,0,False,none,12320,23,M742
130.52,14,0,0,2,5,1305.2,1,1,0,False,none,12321,14,M348
345.6,14,0,0,3,2,3456.0,1,2,0,False,none,12322,21,M635
327.79,14,0,0,6,2,3277.9,1,2,0,False,none,12323,1,M840
199.25,14,0,0,3,3,1992.5,1,1,0,False,none,12324,7,M819
72.42,14,0,0,2,1,724.1999999999999,1,3,0,False,none,12325,15,M221
1277.76,14,0,0,3,5,12777.599999999999,1,1,0,False,none,12326,19,M342
343.04,14,0,0,5,2,3430.4,1,2,0,False,none,12327,21,M146
322.01,14,0,0,9,1,3220.1,1,1,0,False,none,12328,20,M266
285.77,14,0,0,3,2,2857.7,1,1,0,False,none,12329,21,M258
20.19,14,0,0,3,2,201.9,1,1,0,False,none,12330,11,M254
166.28,14,0,0,3,5,1662.8,1,1,0,False,none,12331,9,M720
4.11,14,0,0,9,4,41.1,1,1,0,False,none,12332,18,M157
186.34,14,0,0,2,1,1863.3999999999999,1,1,0,False,none,12333,10,M756
346.99,14,0,0,7,2,3469.9,1,1,0,False,none,12334,1,M928
123.88,14,0,0,9,1,1238.8,1,1,0,False,none,12335,5,M673
665.45,14,0,0,1,3,6654.5,1,1,0,False,none,12336,22,M261
113.84,14,0,0,4,1,1138.3999999999999,1,3,0,False,none,12337,25,M978
61.25,14,0,0,2,5,612.5,1,2,0,False,none,12338,4,M418
24.08,14,0,0,5,4,240.79999999999998,1,1,0,False,none,12339,8,M517
49.56,14,0,0,2,3,495.6,1,1,0,False,none,12340,12,M363
23.04,14,0,0,9,4,230.39999999999998,1,2,0,False,none,12341,13,M257
101.44,14,0,0,7,1,1014.4,1,2,0,False,none,12342,5,M171
191.35,14,0,0,1,1,1913.4999999999998,1,1,0,False,none,12343,10,M122
375.8,14,0,0,2,3,3758.0,1,1,0,False,none,12344,2,M610
14.1,14,0,0,1,4,141.0,1,2,0,False,none,12345,8,M360
250.0,14,0,0,5,5,2500.0,1,1,1,False,none,12346,9,M407
10.41,14,0,0,2,2,104.1,1,1,0,False,none,12347,11,M504
208.19,14,0,0,8,3,2081.8999999999996,1,2,0,False,none,12348,7,M796
23.92,14,0,0,6,4,239.20000000000002,1,1,0,False,none,12349,3,M395
61.13,14,0,0,0,5,611.3,1,1,0,False,none,12350,9,M403
518.02,14,0,0,8,3,5180.2,1,1,0,False,none,12351,2,M602
29.67,14,0,0,8,4,296.7,1,2,0,False,none,12352,23,M859
28.21,14,0,0,9,5,282.09999999999997,1,1,0,False,none,12353,4,M230
19.96,14,0,0,3,4,199.6,1,1,0,False,none,12354,23,M515
121.81,14,0,0,0,3,1218.1,1,3,0,False,none,12355,7,M695
96.41,14,0,0,2,3,964.0999999999999,1,1,0,False,none,12356,12,M181
20.21,14,0,0,8,2,202.1,1,2,0,False,none,12357,11,M361
139.85,14,0,0,3,1,1398.4999999999998,1,1,0,False,none,12358,10,M422
22.95,14,0,0,3,4,229.49999999999997,1,1,0,False,none,12359,8,M600
978.25,14,0,0,1,5,9782.5,1,1,0,False,none,12360,19,M766
753.41,14,0,0,2,3,7534.099999999999,1,1,0,False,none,12361,22,M489
30.48,14,0,0,6,1,304.8,1,1,0,False,none,12362,5,M580
14.06,14,0,0,7,4,140.6,1,1,0,False,none,12363,3,M178
5.13,14,0,0,7,4,51.3,1,2,0,False,none,12364,18,M878
33.76,14,0,0,7,4,337.59999999999997,1,2,0,False,none,12365,23,M946
25.8,14,0,0,9,4,258.0,1,1,0,False,none,12366,23,M965
318.54,14,0,0,5,3,3185.4,1,1,0,False,none,12367,7,M100
192.54,14,0,0,5,1,1925.3999999999999,1,1,0,False,none,12368,10,M745
232.65,14,0,0,0,3,2326.5,1,1,0,False,none,12369,17,M114
16.26,14,0,0,0,4,162.6,1,1,0,False,none,12370,8,M150
5.0,14,0,0,5,1,50.0,1,1,0,False,none,12371,20,M428
45.38,14,0,0,3,4,453.8,1,1,0,False,none,12372,3,M762
18.47,14,0,0,1,2,184.7,1,1,0,False,none,12373,11,M502
29.71,14,0,0,9,5,297.09999999999997,1,1,0,False,none,12374,4,M810
40.0,14,0,0,1,5,400.0,1,1,1,False,none,12375,14,M638
179.18,14,0,0,6,1,1791.8,1,2,0,False,none,12376,20,M609
221.48,14,0,0,0,3,2214.7999999999997,1,1,0,False,none,12377,7,M406
378.87,14,0,0,6,1,3788.7,1,1,0,True,category_switch,12378,15,M901
94.07,14,0,0,3,4,940.6999999999999,1,1,0,False,none,12379,13,M289
39.69,14,0,0,5,5,396.9,1,1,0,False,none,12380,4,M372
88.95,14,0,0,8,3,889.5,1,1,0,False,none,12381,12,M735
35.46,14,0,0,0,1,354.59999999999997,1,1,0,False,none,12382,5,M641
126.9,14,0,0,9,1,1269.0,1,1,0,False,none,12383,15,M170
22.46,14,0,0,1,4,224.6,1,1,0,False,none,12384,8,M712
75.51,14,0,0,3,4,755.1,1,1,0,False,none,12385,13,M245
489.98,14,0,0,1,3,4899.8,1,1,0,False,none,12386,2,M236
233.11,14,0,0,4,5,2331.1,1,2,0,False,none,12387,9,M304
325.05,14,0,0,3,2,3250.5,1,1,0,False,none,12388,21,M888
96.32,14,0,0,1,5,963.1999999999999,1,1,0,False,none,12389,9,M613
353.14,14,0,0,4,2,3531.3999999999996,1,3,0,False,none,12390,21,M815
45.0,14,0,0,4,2,450.0,1,1,0,False,none,12391,16,M608
301.78,14,0,0,0,2,3017.7999999999997,1,2,0,False,none,12392,1,M877
86.72,14,0,0,4,3,867.1999999999999,1,1,0,False,none,12393,12,M113
18.97,14,0,0,0,4,189.7,1,1,0,False,none,12394,23,M927
500.0,14,0,0,0,1,5000.0,1,1,1,False,none,12395,20,M772
20.92,14,0,0,4,2,209.20000000000002,1,1,0,False,none,12396,11,M768
46.31,14,0,0,3,5,463.1,1,1,0,False,none,12397,24,M910
53.74,14,0,0,7,2,537.4,1,1,0,False,none,12398,16,M129
229.31,14,0,0,0,5,2293.1,1,1,0,False,none,12399,9,M671
25.62,14,0,0,7,4,256.2,1,1,0,False,none,12400,3,M178
16.2,14,0,0,1,4,161.99999999999997,1,3,0,False,none,12401,8,M960
48.51,14,0,0,5,2,485.09999999999997,1,1,0,False,none,12402,16,M586
100.46,14,0,0,3,1,1004.5999999999999,1,1,0,False,none,12403,5,M617
201.31,14,0,0,3,1,2013.1,1,1,0,False,none,12404,20,M138
67.41,14,0,0,5,3,674.0999999999999,1,2,0,False,none,12405,12,M146
418.91,14,0,0,7,3,4189.1,1,1,0,False,none,12406,2,M662
228.38,14,0,0,2,3,2283.7999999999997,1,1,0,False,none,12407,17,M857
110.23,14,0,0,1,4,1102.3,1,3,0,True,rapid_succession,12408,13,M989
377.33,14,0,0,1,4,3773.2999999999997,1,1,0,True,sudden_spike,12409,13,M937
88.02,14,0,0,2,1,880.1999999999999,1,1,0,False,none,12410,15,M957
118.63,14,0,0,9,1,1186.3,1,1,0,False,none,12411,15,M532
95.8,14,0,0,2,1,957.9999999999999,1,1,0,False,none,12412,20,M597
1433.98,14,0,0,4,5,14339.8,1,1,0,False,none,12413,19,M325
143.99,14,0,0,6,1,1439.9,1,1,0,False,none,12414,10,M252
137.97,14,0,0,8,4,1379.6999999999998,1,1,0,True,rapid_succession,12415,13,M984
50.0,14,0,0,3,4,500.0,1,1,1,False,none,12416,23,M554
634.45,14,0,0,9,3,6344.5,1,1,0,False,none,12417,2,M535
30.15,14,0,0,5,5,301.49999999999994,1,1,0,False,none,12418,9,M372
385.31,14,0,0,6,2,3853.1,1,1,0,False,none,12419,21,M572
20.69,14,0,0,5,4,206.9,1,1,0,False,none,12420,23,M771
31.63,14,0,0,1,4,316.29999999999995,1,1,0,False,none,12421,23,M721
16.05,14,0,0,4,4,160.5,1,1,0,False,none,12422,3,M723
19.31,14,0,0,5,2,193.09999999999997,1,2,0,False,none,12423,11,M315
19.33,14,0,0,0,4,193.29999999999998,1,1,0,False,none,12424,8,M812
110.21,14,0,0,1,5,1102.1,1,2,0,False,none,12425,9,M433
91.08,14,0,0,1,5,910.8,1,1,0,False,none,12426,14,M926
427.24,14,0,0,7,3,4272.4,1,1,0,False,none,12427,22,M539
135.68,14,0,0,1,1,1356.8,1,1,0,False,none,12428,10,M494
764.87,14,0,0,5,5,7648.7,1,1,0,False,none,12429,19,M209
352.21,14,0,0,5,5,3522.0999999999995,1,1,0,False,none,12430,4,M593
124.1,14,0,0,4,2,1240.9999999999998,1,3,0,False,none,12431,6,M978
222.16,14,0,0,4,1,2221.6,1,1,0,False,none,12432,10,M110
141.17,14,0,0,7,2,1411.6999999999998,1,1,0,False,none,12433,6,M798
991.22,14,0,0,2,5,9912.199999999999,1,1,0,False,none,12434,19,M399
95.95,14,0,0,3,1,959.5,1,1,0,False,none,12435,25,M918
197.45,14,0,0,3,2,1974.4999999999998,1,1,0,False,none,12436,6,M628
364.67,14,0,0,0,2,3646.7,1,1,0,False,none,12437,1,M410
77.55,14,0,0,1,1,775.4999999999999,1,1,0,False,none,12438,5,M520
38.74,14,0,0,9,5,387.4,1,2,0,False,none,12439,4,M374
73.42,14,0,0,4,1,734.1999999999999,1,2,0,False,none,12440,5,M904
276.93,14,0,0,5,2,2769.2999999999997,1,1,0,False,none,12441,1,M124
38.73,14,0,0,4,5,387.29999999999995,1,1,0,False,none,12442,4,M730
27.66,14,0,0,4,2,276.59999999999997,1,1,0,False,none,12443,11,M253
636.63,14,0,0,9,3,6366.299999999999,1,1,0,False,none,12444,2,M293
328.78,14,0,0,3,2,3287.7999999999997,1,1,0,False,none,12445,1,M910
76.0,14,0,0,2,5,760.0,1,1,0,True,duplicate_amount,12446,14,M968
9.14,14,0,0,1,4,91.4,1,1,0,False,none,12447,8,M976
5.0,14,0,0,9,4,50.0,1,1,0,False,none,12448,8,M557
52.46,14,0,0,3,4,524.6,1,3,0,False,none,12449,13,M701
78.47,14,0,0,7,1,784.6999999999999,1,1,0,False,none,12450,25,M291
474.72,14,0,0,5,5,4747.2,1,1,0,True,location_jump,12451,14,M934
148.41,14,0,0,1,5,1484.1,1,1,0,False,none,12452,9,M233
350.46,14,0,0,0,5,3504.5999999999995,1,2,0,False,none,12453,24,M877
27.74,14,0,0,8,2,277.4,1,1,0,False,none,12454,11,M454
100.83,14,0,0,6,5,1008.3,1,1,0,False,none,12455,14,M117
455.93,14,0,0,1,3,4559.3,1,1,0,False,none,12456,22,M822
1068.73,14,0,0,5,5,10687.3,1,1,0,False,none,12457,19,M373
1458.58,14,0,0,8,5,14585.8,1,2,0,False,none,12458,19,M796
493.41,14,0,0,2,3,4934.1,1,1,0,False,none,12459,22,M583
12.67,14,0,0,5,4,126.69999999999999,1,1,0,False,none,12460,3,M472
98.18,14,0,0,1,1,981.8000000000001,1,1,0,False,none,12461,5,M943
277.63,14,0,0,5,2,2776.2999999999997,1,1,0,False,none,12462,1,M830
21.48,14,0,0,3,5,214.79999999999998,1,1,0,False,none,12463,24,M267
186.17,14,0,0,5,2,1861.6999999999998,1,1,0,False,none,12464,21,M209
129.71,14,0,0,4,4,1297.1,1,1,0,True,rapid_succession,12465,13,M917
69.18,14,0,0,9,1,691.8000000000001,1,1,0,False,none,12466,25,M341
49.1,14,0,0,7,3,491.0,1,1,0,False,none,12467,12,M725
164.68,14,0,0,4,3,1646.8,1,1,0,False,none,12468,17,M973
40.59,14,0,0,6,4,405.90000000000003,1,2,0,False,none,12469,3,M678
19.13,14,0,0,1,4,191.29999999999998,1,3,0,False,none,12470,3,M989
8.99,14,0,0,7,4,89.89999999999999,1,1,0,False,none,12471,18,M592
74.62,14,0,0,6,5,746.2,1,1,0,False,none,12472,14,M656
87.33,14,0,0,4,1,873.3,1,1,0,False,none,12473,5,M256
52.65,14,0,0,9,5,526.5,1,1,0,False,none,12474,4,M512
89.54,14,0,0,7,1,895.4,1,1,0,False,none,12475,15,M798
35.9,14,0,0,7,4,358.99999999999994,1,1,0,False,none,12476,23,M612
82.08,14,0,0,7,5,820.8,1,1,0,False,none,12477,9,M268
341.1,14,0,0,5,2,3411.0,1,1,0,False,none,12478,1,M745
4.58,14,0,0,7,4,45.8,1,1,0,False,none,12479,18,M367
19.3,14,0,0,0,4,193.0,1,1,0,False,none,12480,8,M159
20.0,14,0,0,6,5,200.0,1,1,1,False,none,12481,9,M801
84.47,14,0,0,7,2,844.6999999999999,1,1,0,False,none,12482,6,M331
31.91,14,0,0,1,4,319.09999999999997,1,1,0,False,none,12483,3,M233
130.97,14,0,0,1,2,1309.6999999999998,1,1,0,False,none,12484,6,M368
105.24,14,0,0,5,1,1052.3999999999999,1,2,0,False,none,12485,5,M696
150.0,14,0,0,3,1,1500.0,1,1,1,False,none,12486,25,M694
45.72,14,0,0,5,2,457.2,1,2,0,False,none,12487,16,M212
301.24,14,0,0,9,4,3012.4,1,1,0,True,sudden_spike,12488,13,M907
125.87,14,0,0,1,5,1258.7,1,1,0,False,none,12489,14,M892
11.43,14,0,0,5,4,114.3,1,1,0,False,none,12490,23,M831
51.12,14,0,0,2,2,511.19999999999993,1,2,0,False,none,12491,16,M418
89.83,14,0,0,1,1,898.3,1,1,0,False,none,12492,15,M752
53.71,14,0,0,8,5,537.1,1,1,0,False,none,12493,14,M524
27.39,14,0,0,8,5,273.9,1,2,0,False,none,12494,4,M859
45.45,14,0,0,9,2,454.5,1,1,0,False,none,12495,16,M884
34.21,14,0,0,0,4,342.09999999999997,1,1,0,False,none,12496,23,M906
20.97,14,0,0,8,5,209.7,1,1,0,False,none,12497,24,M449
461.15,14,0,0,3,3,4611.499999999999,1,1,0,False,none,12498,2,M103
35.95,14,0,0,5,4,359.5,1,2,0,False,none,12499,23,M251
31.84,14,0,0,5,4,318.4,1,2,0,False,none,12500,3,M193
26.94,14,0,0,9,2,269.4,1,1,0,False,none,12501,11,M655
255.8,14,0,0,9,2,2558.0,1,1,0,False,none,12502,1,M246
40.35,14,0,0,5,4,403.5,1,1,0,False,none,12503,3,M472
208.55,14,0,0,0,3,2085.5,1,1,0,False,none,12504,7,M698
107.52,14,0,0,6,1,1075.1999999999998,1,1,0,False,none,12505,5,M492
40.76,14,0,0,0,5,407.59999999999997,1,1,0,False,none,12506,24,M642
122.36,14,0,0,2,2,1223.6,1,1,0,False,none,12507,6,M338
101.18,14,0,0,1,1,1011.8000000000001,1,1,0,False,none,12508,25,M122
13.26,14,0,0,3,5,132.6,1,2,0,False,none,12509,24,M930
184.54,14,0,0,8,3,1845.3999999999999,1,1,0,False,none,12510,17,M112
508.44,14,0,0,7,3,5084.4,1,1,0,False,none,12511,22,M109
30.0,14,0,0,2,3,300.0,1,1,1,False,none,12512,12,M214
44.01,14,0,0,0,5,440.09999999999997,1,1,0,False,none,12513,24,M419
38.02,14,0,0,5,4,380.2,1,1,0,False,none,12514,3,M235
71.93,14,0,0,4,3,719.3000000000001,1,1,0,False,none,12515,12,M730
160.54,14,0,0,1,1,1605.3999999999999,1,1,0,False,none,12516,10,M797
519.26,14,0,0,5,3,5192.599999999999,1,1,0,False,none,12517,2,M188
19.97,14,0,0,4,4,199.7,1,1,0,False,none,12518,8,M474
300.0,14,0,0,2,1,3000.0,1,1,1,True,round_numbers,12519,15,M967
454.79,14,0,0,6,3,4547.9,1,2,0,False,none,12520,2,M414
187.43,14,0,0,2,1,1874.3,1,2,0,False,none,12521,10,M458
70.41,14,0,0,0,3,704.0999999999999,1,1,0,False,none,12522,12,M488
64.43,14,0,0,4,3,644.3000000000001,1,1,0,False,none,12523,12,M545
109.37,14,0,0,7,1,1093.7,1,2,0,False,none,12524,25,M664
271.43,14,0,0,3,1,2714.2999999999997,1,1,0,False,none,12525,20,M924
450.52,14,0,0,5,3,4505.2,1,1,0,False,none,12526,22,M948
128.43,14,0,0,4,2,1284.3,1,1,0,False,none,12527,6,M824
458.77,14,0,0,3,3,4587.7,1,1,0,False,none,12528,22,M432
52.99,14,0,0,0,2,529.9,1,1,0,False,none,12529,16,M410
48.2,14,0,0,5,2,482.0,1,1,0,False,none,12530,16,M764
46.44,14,0,0,3,5,464.4,1,1,0,False,none,12531,9,M979
28.97,14,0,0,3,4,289.7,1,1,0,False,none,12532,3,M711
18.04,14,0,0,0,2,180.39999999999998,1,1,0,False,none,12533,11,M159
295.06,14,0,0,1,2,2950.6,1,1,0,False,none,12534,21,M834
49.81,14,0,0,0,2,498.1,1,1,0,False,none,12535,16,M161
997.24,14,0,0,9,5,9972.4,1,2,0,False,none,12536,19,M369
109.69,14,0,0,3,5,1096.8999999999999,1,1,0,False,none,12537,14,M322
45.16,14,0,0,0,1,451.59999999999997,1,1,0,False,none,12538,20,M403
58.9,14,0,0,9,3,589.0,1,1,0,False,none,12539,12,M571
33.74,14,0,0,5,5,337.4,1,1,0,False,none,12540,4,M373
123.13,14,0,0,9,1,1231.3,1,1,0,False,none,12541,15,M281
17.4,14,0,0,5,4,173.99999999999997,1,2,0,False,none,12542,8,M193
31.8,14,0,0,4,2,318.0,1,1,0,False,none,12543,11,M726
75.85,14,0,0,3,1,758.4999999999999,1,2,0,False,none,12544,20,M760
254.94,14,0,0,0,1,2549.3999999999996,1,2,0,False,none,12545,20,M871
47.68,14,0,0,3,2,476.79999999999995,1,1,0,False,none,12546,16,M307
143.57,14,0,0,9,3,1435.6999999999998,1,1,0,False,none,12547,17,M631
29.72,14,0,0,9,4,297.2,1,1,0,False,none,12548,23,M320
93.82,14,0,0,4,1,938.1999999999999,1,3,0,False,none,12549,25,M994
140.51,14,0,0,0,1,1405.1,1,1,0,False,none,12550,10,M906
122.95,14,0,0,9,1,1229.5,1,1,0,False,none,12551,25,M652
167.49,14,0,0,3,3,1674.9,1,1,0,False,none,12552,7,M225
62.9,14,0,0,9,4,629.0,1,1,0,False,none,12553,13,M606
71.52,14,0,0,6,1,715.1999999999999,1,1,0,False,none,12554,5,M529
324.8,14,0,0,0,2,3248.0,1,2,0,False,none,12555,1,M118
22.87,14,0,0,4,4,228.7,1,1,0,False,none,12556,3,M961
186.46,14,0,0,4,3,1864.6,1,1,0,False,none,12557,17,M202
49.09,14,0,0,3,2,490.90000000000003,1,1,0,False,none,12558,16,M885
408.26,14,0,0,2,2,4082.6,1,1,0,False,none,12559,21,M967
500.0,14,0,0,0,1,5000.0,1,1,1,False,none,12560,20,M419
148.33,14,0,0,4,1,1483.3,1,1,0,False,none,12561,10,M376
37.94,14,0,0,0,5,379.4,1,1,0,False,none,12562,24,M314
106.64,14,0,0,4,1,1066.3999999999999,1,1,0,False,none,12563,5,M961
19.55,14,0,0,0,4,195.5,1,1,0,False,none,12564,8,M104
263.27,14,0,0,4,2,2632.7,1,1,0,False,none,12565,1,M573
365.01,14,0,0,8,2,3650.1,1,2,0,False,none,12566,1,M647
492.3,14,0,0,2,3,4923.0,1,1,0,False,none,12567,22,M489
411.82,14,0,0,7,2,4118.2,1,1,0,False,none,12568,21,M448
178.4,14,0,0,8,5,1784.0,1,1,0,False,none,12569,9,M743
92.61,14,0,0,6,1,926.0999999999999,1,1,0,False,none,12570,5,M675
299.03,14,0,0,9,2,2990.2999999999997,1,1,0,False,none,12571,21,M157
52.28,14,0,0,4,5,522.8,1,2,0,False,none,12572,4,M615
1815.33,14,0,0,3,5,18153.3,1,1,0,False,none,12573,19,M910
86.35,14,0,0,5,3,863.4999999999999,1,2,0,False,none,12574,12,M784
84.06,14,0,0,7,1,840.6,1,1,0,False,none,12575,25,M740
17.48,14,0,0,5,4,174.79999999999998,1,1,0,False,none,12576,8,M476
93.48,14,0,0,0,2,934.8,1,1,0,False,none,12577,6,M789
558.73,14,0,0,8,5,5587.3,1,1,0,False,none,12578,24,M247
99.63,14,0,0,6,4,996.3,1,1,0,False,none,12579,13,M220
29.7,14,0,0,5,4,297.0,1,1,0,False,none,12580,23,M831
3.21,14,0,0,7,4,32.099999999999994,1,2,0,False,none,12581,18,M288
42.43,14,0,0,5,5,424.29999999999995,1,1,0,False,none,12582,24,M235
573.06,14,0,0,5,3,5730.599999999999,1,1,0,False,none,12583,2,M550
142.25,14,0,0,0,1,1422.5,1,1,0,False,none,12584,10,M588
88.48,14,0,0,6,5,884.8,1,1,0,False,none,12585,14,M278
401.72,14,0,0,7,2,4017.2000000000003,1,1,0,False,none,12586,21,M612
156.08,14,0,0,5,3,1560.8,1,1,0,False,none,12587,7,M934
22.26,14,0,0,7,4,222.6,1,1,0,False,none,12588,23,M456
86.56,14,0,0,4,3,865.6,1,1,0,False,none,12589,12,M726
23.81,14,0,0,5,4,238.09999999999997,1,1,0,False,none,12590,3,M209
106.72,14,0,0,6,1,1067.1999999999998,1,1,0,False,none,12591,25,M683
137.74,14,0,0,9,1,1377.4,1,1,0,False,none,12592,5,M965
363.78,14,0,0,1,2,3637.7999999999997,1,1,0,False,none,12593,1,M734
58.47,14,0,0,3,2,584.6999999999999,1,1,0,False,none,12594,6,M540
